"","review_count","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.OutdoorSeating","attributes.Caters","attributes.WiFi","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.intimate","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual","Mon","Tue","Wed","Thu","Fri","Sat","Sun","Pos_Rev_rate","id"
"98",377,3.5,"casual","True","True","average","True","False","True","2","True","True","True","False","True","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","None","False","False","False","None","False","False","True",9.5,9.5,9.5,9.5,11.5,11.5,9.5,0.819628647214854,"aWYWNfHuQJyRwDHaHq8X1w"
"99",134,4,"casual","True","True","quiet","True","True","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11,12,11,0.947761194029851,"i7NqPkLgLEBApeoBsPNvyA"
"100",64,3,"casual","True","True","average","True","True","True","2","True","True","False","True","True","no","Stoughton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",13.5,13.5,13.5,15.5,16,16,13.5,0.765625,"Ug3Vx26eIrgUS5FJIPj-ng"
"101",77,3.5,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Mc Farland","False","False","False","True","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","True",20,20,20,20,20,19,19,0.766233766233766,"Tvw-7siA6FtCSwRikb5FVA"
"102",21,3.5,"casual","True","True","quiet","False","False","True","1","True","True","True","False","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,15,0.80952380952381,"h7hgUiuQ9vSczhKdV5YgGw"
"103",186,3.5,"casual","True","True","average","True","True","True","1","False","True","None","False","False","free","Madison","False","True","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","True",14,14,14,14,14,14,12,0.811827956989247,"LYpujMCxfrHcSO_NA1BRQg"
"104",14,4,"casual","True","False","average","True","False","False","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",16,16,16,16,16,16,16,0.714285714285714,"XR3cgHa2Zb-qKIRhY3Nokw"
"105",13,4,"casual","True","True","average","True","True","True","2","False","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,6,6,5,5,16,12,1,"f2pME1yVptTyeXnV3WEaog"
"106",88,3,"casual","True","True","quiet","True","True","True","2","True","True","True","False","True","free","Monona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,10,0.738636363636364,"M0pXDKKvnM5sc7ceisBD4Q"
"107",12,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Verona","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1.08333333333333,"-tgDCG5RPA1J6Ody426cvg"
"108",94,3,"casual","False","True","quiet","False","True","True","3","False","True","False","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","True","False","False","True","False",24,5,5,5,6,11,9,0.680851063829787,"OBLv8e0RvwqBl0Gkoj-bDA"
"109",80,4,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Waunakee","False","False","False","True","False","False","False","True","True","False","False","None","False","False","False","None","False","None","False","True",24,3,3,3,10,10,11.3210930442638,0.9125,"ZjvEgk0VrOsiV21ceex_Yw"
"110",270,4,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True",5.5,5.5,5.5,5.5,6,6,9,0.874074074074074,"oSrTdvRGrJ24ofcquIFoPA"
"111",122,3.5,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","True",17,17,17,17,17.5,17.5,17,0.762295081967213,"k9wv5-0u8q4S75MIaTX6aA"
"112",99,3.5,"casual","False","True","average","False","False","True","1","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",10,10,10,10,10.5,14.5,9,0.787878787878788,"h9ELiqDfwNktCvLEu1DDNg"
"114",232,4,"casual","True","True","average","True","False","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","True","False","True","False","False","False","None","False","False","False","None","False","False","True",14,14,14,15,15.5,15.5,14,0.831896551724138,"v3AS5LGeV2Si4nOHZ7lgxQ"
"115",71,3.5,"casual","True","True","average","False","True","True","2","True","True","False","True","True","free","Madison","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",8,14,15,15,15.5,16.5,14,0.845070422535211,"V1JEkeAem05hps5ZCmMIgw"
"116",177,3,"casual","True","True","loud","True","True","True","2","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True",14,14,14,14,14,15,15,0.72316384180791,"HO2knNxcc_8lFtgGxN8q2A"
"117",140,4.5,"casual","True","True","average","True","True","True","2","True","False","True","False","True","no","Sun Prairie","False","True","False","True","False","False","False","True","True","False","False","False","True","False","False","False","True","False","False","True",24,5,5,5,6,6,5,0.942857142857143,"Gm---0O1y_4TAQAl5qKvqQ"
"118",164,3.5,"casual","False","True","average","True","False","True","2","True","False","False","True","False","free","Waunakee","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True",24,13,13,15,15,16,14,0.76219512195122,"HmRI5esljcm7kjWM--7Uyg"
"119",321,4,"casual","True","False","average","False","False","True","2","True","True","False","True","False","no","Madison","False","True","False","False","False","False","None","None","True","False","False","False","None","False","False","False","False","False","False","True",12.5,12.5,12.5,12.5,13.5,13.5,12.5,0.909657320872274,"XxnQKE9jTD0bTE3LZ5NOtQ"
"120",88,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",13,13,13,13,13,13,11.3210930442638,0.840909090909091,"HY123qqsjVwmurS7hcCSkw"
"121",31,3,"casual","True","True","average","False","False","True","1","True","True","False","True","False","free","Fitchburg","False","False","False","True","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False",14.5,14.5,14.5,14.5,15,18,17,0.741935483870968,"zCTIWjTp5c8FsJre4afpHg"
"122",110,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,4.5,4.5,4.5,5.5,5.5,4.5,0.681818181818182,"NblDm3wwmniqsAgedLSTwA"
"123",77,3.5,"casual","True","True","loud","False","False","True","2","False","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False",24,5,5,5.5,7,7,11.3210930442638,0.818181818181818,"s913-wTSa-3repnsi2Yn_w"
"124",147,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","None","True","True","False","False","False","None","False","None","False","False","False","False","True",15,15,15,15,15.5,15.5,13,0.877551020408163,"Wtp0Pfnhd7NvUIEawiIjTA"
"125",464,4,"casual","True","True","average","False","False","True","2","True","True","True","True","True","free","Madison","True","True","True","True","False","False","None","None","True","True","False","False","False","False","False","False","True","False","True","False",13,6,13,13,13,15,15,0.864224137931034,"1Os0g2rh6I50ZIXEZSaNkA"
"126",134,3.5,"casual","True","True","average","True","True","True","2","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",5,5,5,5,5.5,11,10,0.76865671641791,"hM48axj9twnf7A6a5f8cjA"
"127",14,3,"casual","True","True","average","True","False","True","2","True","True","False","True","True","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",6,6,6,6,7,7,13,0.642857142857143,"u_A58uX7x7AEOKOboFGFpg"
"128",25,2,"casual","False","True","quiet","False","False","True","1","True","True","False","True","False","free","Middleton","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",18,18,18,18,18.5,18.5,18,0.6,"GVZ2AxHFdGhbFyU-XByScg"
"129",64,4,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Madison","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,17.5,17,0.84375,"X0siHN0KchBjGKn9QsEAFg"
"130",17,2.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",14,14,14,14,14,14,5,0.647058823529412,"XzMOmLWmCClAgJMgCi9YRQ"
"131",142,3,"casual","False","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,10,0.711267605633803,"t-LnJne10SHAWATKYdQdJQ"
"132",51,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","True","True","False","True","True","False","True","True",10,10,10,10,10.5,12.5,9,0.901960784313726,"P5OEpAGm05NyTJhqUYXOQA"
"133",77,3.5,"casual","False","True","loud","False","True","True","2","False","True","False","False","False","no","Madison","True","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","True",3,3,3,3,5,3,11.3210930442638,0.753246753246753,"nQNjtPpAHw0A8FZj1hPajQ"
"134",48,3.5,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","None","True","False","False","False","False","False","True","True","False","False","False","True","False","False","False","False","False","False","True",16,16,16,16,18.5,15.5,11.3210930442638,0.875,"MkSF0SJUMj2A3ewUhUUBvw"
"135",60,3.5,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,14.5,11.3210930442638,0.766666666666667,"XnFPzFiLZ8wKWZsmzGjvCQ"
"136",32,3.5,"casual","True","True","very_loud","True","True","True","2","True","True","False","True","False","free","Stoughton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10,10,11,11,10,0.875,"BxXKmfXQRz3XomV0HzpfFg"
"137",48,3.5,"casual","True","True","loud","False","False","True","2","True","True","False","False","False","free","Madison","None","True","False","False","False","False","True","False","False","False","False","False","None","False","None","False","None","False","False","True",11,11,11,11,11,11,9,0.583333333333333,"cFxGP_IC4REtJspMNQ3vLg"
"138",34,3.5,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",15,15,15,15,15,15,15,0.588235294117647,"t5fosfj3K4SXi20u5tSOIw"
"139",26,3,"casual","True","True","average","False","False","True","2","True","True","False","True","False","no","Cottage Grove","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13,13,13,15,15,18,16,0.730769230769231,"okeUtkqtXlc8fjGuduJubg"
"140",9,4,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1,"r_l1WNxRfX83Eg1l2bMI3g"
"141",25,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",4,16,16,16,16.5,16.5,14,0.68,"FhHD0Y_TPysnHOfB8uS6eQ"
"142",132,4,"casual","True","True","loud","True","False","True","2","False","True","False","True","True","free","Madison","True","False","False","False","False","None","None","None","True","None","None","None","None","None","None","None","None","None","None","True",12,12,12,12,13,13,12,0.825757575757576,"CLwXNat9_6XzOn-BoI8PxA"
"143",215,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","no","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",5,5,5,5,5,5,5,0.804651162790698,"FMMNajth88mWX76QVp6N9Q"
"144",7,3,"casual","True","False","loud","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.714285714285714,"J_QL_LemPCRM1mtIT7mHjA"
"145",66,4,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","Fitchburg","False","False","False","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True",24,24,24,24,24,24,24,0.803030303030303,"VqmfEN2eiNHEJrVF_NkEjQ"
"146",71,4,"casual","True","False","very_loud","False","False","True","2","True","True","True","False","False","free","Madison","False","True","False","False","False","False","None","None","True","None","None","False","True","False","True","None","None","False","False","None",11,11,11,11,15,15,12.5,0.887323943661972,"29iErFPoWBTbIVPpp9qSyg"
"147",47,4,"casual","True","True","average","False","True","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False",24,6,8,8,10.5,10.5,11.3210930442638,0.872340425531915,"N3uOrQCnx_n_841Q8EwbzQ"
"148",79,4,"casual","True","True","loud","False","False","True","1","True","True","True","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False",15,15,15,15,15,15,15,0.79746835443038,"hNuDWMtu56NLz4L1Ghm0aA"
"149",79,4.5,"casual","True","True","loud","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,10.5,14.5,14,0.886075949367089,"566Si6H4elSwGXsrQDjXdg"
"150",211,4.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",24,10,10,10,11,11,10,0.938388625592417,"YLqO9xm5s0KJ9JzWukAk8Q"
"151",113,4,"casual","True","True","average","True","True","True","2","True","True","True","True","True","no","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False",4,4,3.5,3.75,4,4,11.3210930442638,0.929203539823009,"CbI4IFtWCNm4rLvWr0veEw"
"152",18,3.5,"casual","True","True","average","True","False","False","1","True","True","True","False","False","no","Mc Farland","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",4.5,5.5,5.5,5.5,7.5,7.5,8,0.888888888888889,"c5mnoNYWzsw_gJSZ0C4b6w"
"153",68,4.5,"casual","True","True","average","False","True","True","2","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","None","None","False","None","None","None","None","None","True",24,11,11,11,13,13,11,0.926470588235294,"_Y32oEn6yS7oQuxcVwtCAA"
"154",34,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","no","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,13,0.970588235294118,"ow93ue9XJa0uesCmdnRhEw"
"155",31,4,"casual","True","True","average","True","True","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False",15,5,0.25,15,16.5,16.5,15,0.709677419354839,"ZCiKZMT1kce5Gxbwqcbrmw"
"156",328,4,"casual","True","True","average","True","True","True","2","False","True","True","True","True","no","Madison","False","True","False","True","False","False","False","None","True","True","None","False","False","False","False","False","False","False","True","True",4.5,4.5,4.5,4.5,5.5,13,4.5,0.902439024390244,"Wcw-xq_c89e4AaRsUtkaLw"
"157",33,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Middleton","None","None","None","True","False","False","False","False","False","False","False","None","None","None","None","None","True","None","True","None",10,10,10,10,11,11,11,0.939393939393939,"lxie3mQKrLBzcU93WN6D8g"
"158",59,2.5,"casual","True","True","loud","True","False","True","2","True","True","True","True","False","free","Monona","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",12,12,12,13,13,13,12,0.474576271186441,"GtHWjaaAtDI45ml9wvUmUQ"
"159",1144,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","None","False","None","True","None","False","False","False","False","False","False","True","False","True","False",10,10,10,10,11,12.5,5.5,0.875,"XmsBtCykUtObXg4Q1mYpvg"
"160",6,4.5,"casual","True","False","average","False","False","True","1","True","False","False","False","False","free","Dane","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,13,13,13,13,7,1,"Z5TMiCHOGC7HtS-3gO-DOA"
"161",46,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","no","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.826086956521739,"Amo5UhXRFce_fegUnFEnMA"
"162",4,2,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",20,20,20,20,20,20,20,0.25,"u6puvT05blw_YF5sbp-Jzg"
"163",204,4,"casual","True","False","loud","False","False","True","1","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","True","False","False","True","False","False","False","False","False","True","True",14.5,14.5,14.5,14.5,15,17.5,17,0.843137254901961,"C37hwsGUHn_3-il0ypeY-Q"
"164",60,4,"casual","True","False","average","False","False","False","1","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","None","False","True","False","False","False","False","None",15,15,15,15,15,15,15,0.85,"BvyUXno0grQerd5cZGDFPw"
"165",85,3,"casual","True","True","average","True","False","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",24,5,10,10,11,11,10,0.823529411764706,"Jv8Cj0fdN2Mu2uvFVKcGlw"
"166",27,3,"casual","True","True","average","True","True","False","2","True","False","True","True","True","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",11.5,11.5,11.5,11.5,12.5,12.5,10.5,0.777777777777778,"Qn2uD06olrxL_43_4G_Hqg"
"167",22,2,"casual","True","True","very_loud","False","True","True","2","True","False","False","False","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,4.5,16.5,11.3210930442638,0.363636363636364,"peCPM2dgcNvewZIr-OhMVg"
"168",69,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Verona","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.884057971014493,"Vq-eRmIwiMgu2qZQquj21w"
"169",95,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","DeForest","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,10.5,9.5,0.968421052631579,"yVYteK2Ootg37Gh2SIPihA"
"170",118,4.5,"casual","True","True","average","True","False","True","1","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","False","True","True","False","True","False","False","False","True","False","False","True",24,14,14,14,14,13,12,0.872881355932203,"Rn9FfZqjIU1oy8XaST9qbw"
"171",426,4,"casual","True","True","loud","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True",24,15,15,15,15,17,17,0.894366197183099,"-pV9kWNoA9vyHfM_auYecA"
"172",13,4.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","no","Cottage Grove","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1,"GhsjizVkrRDiIrYQP88bag"
"173",267,4,"dressy","False","True","average","False","True","True","4","True","True","False","False","True","free","Madison","True","True","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","True","True","False",5,5,5,5,6,5,4,0.883895131086142,"gv47gtyCkw_8OyexHrqdDA"
"174",46,3.5,"casual","True","True","very_loud","False","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,11,11,11,11,15,13,0.717391304347826,"-IoO4qZCdIQNgj2vCt9hqA"
"175",69,3,"casual","True","True","very_loud","False","False","True","2","True","True","True","True","False","free","Madison","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.753623188405797,"cVPUJEJqjSR1oHjl2JPHqg"
"176",58,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Oregon","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True",19,13,10,10,19.5,19.5,19,0.689655172413793,"3S8ofvLdDZUE2M7L5eDquw"
"177",63,4,"casual","True","True","average","True","False","True","1","True","True","True","True","True","free","Madison","False","True","False","False","False","True","True","True","True","False","False","False","False","False","False","False","False","False","False","True",14,14,14,17,17,17,14,0.873015873015873,"wQgY7CdljLdCJm6XIk1HuA"
"178",8,3.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","None","None","None","None","None","None","None","None","True",20,20,20,20,20.5,20.5,20,0.5,"wjxggu83cRkbsp4OlTb48w"
"179",30,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Madison","False","None","None","True","False","False","False","False","False","False","False","None","False","None","True","None","False","None","None","True",18,18,18,18,18.5,18.5,18,0.833333333333333,"1k3toqehw9_rOdLjsoZh-Q"
"180",60,3,"casual","True","True","average","False","True","True","1","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.766666666666667,"xzGUXMDKa2xw_TJ2n4WrNw"
"181",157,4,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Verona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","None","False","False","True",24,11,11,11,12,12,10,0.859872611464968,"y6R_bSCYiotoUjvygVcFaQ"
"182",76,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",12,12,12,12,13,13,12,0.684210526315789,"7d84HeexmcgWmKOUIIwyPQ"
"183",86,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.744186046511628,"jzr6jW5cQ0jpPhEo4kGMBw"
"184",118,3.5,"dressy","False","True","quiet","False","True","True","3","True","False","False","False","False","no","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False",6,6,6,6,7,7,5,0.779661016949153,"9ismhhkIPREHOo8tJi0ETA"
"185",464,4,"casual","True","True","average","True","False","True","2","False","True","False","True","True","free","Madison","False","True","False","False","False","False","False","False","False","True","True","False","None","False","False","False","True","False","False","True",24,10.8095518867925,9,18,16,18,21,0.836206896551724,"2-su3xdxOvyF0_2GZN4FLw"
"186",7,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Stoughton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False",7,7,7,9,9,9,11.3210930442638,0.857142857142857,"5FnObGIDEhVBs0lnLLiciA"
"187",197,4,"casual","False","True","very_loud","False","True","True","2","True","True","False","True","False","free","Madison","None","True","False","False","False","None","True","None","True","None","None","False","False","False","False","False","True","True","True","True",6,6,8,6,9,9,8,0.847715736040609,"k9RUMKASTB6QZ-NkfnN8Fg"
"188",80,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",12,12,12,12,12,12,12,0.7625,"imks3kk22agRE-N2BRkH1w"
"189",79,3,"casual","True","True","average","True","True","True","2","True","True","True","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.708860759493671,"TXiEgINSZ75d3EtvLvkc4Q"
"190",101,2,"casual","True","True","average","True","True","True","2","True","True","False","False","False","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.9833333333333,14,13.9833333333333,13.9833333333333,15,15,13.9833333333333,0.544554455445545,"enyOZKWtkvH0VBzfnKveZA"
"191",251,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,16,0.784860557768924,"mzq_UgBRWsxTjb7oBNajWA"
"192",39,3.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False",17,17,17,17,17.5,17.5,11.3210930442638,0.615384615384615,"z61ppZjZkBJI9iz0wTf5nQ"
"193",166,3.5,"casual","True","True","average","True","False","True","2","True","True","True","True","True","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","True","False","False","True",12,12,12,12,12,13,13,0.801204819277108,"VRTrhsYKSJo1kGX5RqBlFA"
"194",195,4.5,"casual","True","True","average","False","False","False","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","True","False","True","True",5,5,5,5,6,6,11.3210930442638,0.902564102564103,"Woqed5Fw95J6oEZxIHiBgg"
"195",3,2.5,"casual","True","False","loud","True","False","False","4","True","False","False","False","False","free","Stoughton","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0,"lJ1XYuTcDz9_95tsgI0k-A"
"196",7,4.5,"casual","True","True","average","True","False","True","1","True","True","False","False","False","free","De Forest","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",16,16,16,16,16,16,16,0.857142857142857,"dQu6Hl2K2BJw5x_fST4r4A"
"197",16,4.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Belleville","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,15,0.9375,"6oI37LjBo9uO2dd_CeniWg"
