"","review_count","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.OutdoorSeating","attributes.Caters","attributes.WiFi","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual","Mon","Tue","Wed","Thu","Fri","Sat","Sun","Pos_Rev_rate"
"122",110,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,4.5,4.5,4.5,5.5,5.5,4.5,0.681818181818182
"123",77,3.5,"casual","True","True","loud","False","False","True","2","False","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",24,5,5,5.5,7,7,11.3210930442638,0.818181818181818
"124",147,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","None","True","True","False","False","False","None","False","None","False","False","False","True",15,15,15,15,15.5,15.5,13,0.877551020408163
"125",464,4,"casual","True","True","average","False","False","True","2","True","True","True","True","True","free","Madison","True","True","True","True","False","False","None","None","True","True","False","False","False","False","False","True","False","True","False",13,6,13,13,13,15,15,0.864224137931034
"126",134,3.5,"casual","True","True","average","True","True","True","2","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",5,5,5,5,5.5,11,10,0.76865671641791
"127",14,3,"casual","True","True","average","True","False","True","2","True","True","False","True","True","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",6,6,6,6,7,7,13,0.642857142857143
"128",25,2,"casual","False","True","quiet","False","False","True","1","True","True","False","True","False","free","Middleton","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",18,18,18,18,18.5,18.5,18,0.6
"129",64,4,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Madison","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,17.5,17,0.84375
"130",17,2.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",14,14,14,14,14,14,5,0.647058823529412
"131",142,3,"casual","False","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,10,0.711267605633803
"132",51,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","True","True","False","True","False","True","True",10,10,10,10,10.5,12.5,9,0.901960784313726
"133",77,3.5,"casual","False","True","loud","False","True","True","2","False","True","False","False","False","no","Madison","True","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","True",3,3,3,3,5,3,11.3210930442638,0.753246753246753
"134",48,3.5,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","None","True","False","False","False","False","False","True","True","False","False","False","True","False","False","False","False","False","True",16,16,16,16,18.5,15.5,11.3210930442638,0.875
"135",60,3.5,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,14.5,11.3210930442638,0.766666666666667
"136",32,3.5,"casual","True","True","very_loud","True","True","True","2","True","True","False","True","False","free","Stoughton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10,10,11,11,10,0.875
"137",48,3.5,"casual","True","True","loud","False","False","True","2","True","True","False","False","False","free","Madison","None","True","False","False","False","False","True","False","False","False","False","False","None","False","None","None","False","False","True",11,11,11,11,11,11,9,0.583333333333333
"138",34,3.5,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",15,15,15,15,15,15,15,0.588235294117647
"139",26,3,"casual","True","True","average","False","False","True","2","True","True","False","True","False","no","Cottage Grove","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13,13,13,15,15,18,16,0.730769230769231
"140",9,4,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1
"141",25,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",4,16,16,16,16.5,16.5,14,0.68
"142",132,4,"casual","True","True","loud","True","False","True","2","False","True","False","True","True","free","Madison","True","False","False","False","False","None","None","None","True","None","None","None","None","None","None","None","None","None","True",12,12,12,12,13,13,12,0.825757575757576
"143",215,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","no","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",5,5,5,5,5,5,5,0.804651162790698
"144",7,3,"casual","True","False","loud","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.714285714285714
"145",66,4,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","Fitchburg","False","False","False","True","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True",24,24,24,24,24,24,24,0.803030303030303
"146",71,4,"casual","True","False","very_loud","False","False","True","2","True","True","True","False","False","free","Madison","False","True","False","False","False","False","None","None","True","None","None","False","True","False","True","None","False","False","None",11,11,11,11,15,15,12.5,0.887323943661972
"147",47,4,"casual","True","True","average","False","True","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False",24,6,8,8,10.5,10.5,11.3210930442638,0.872340425531915
"148",79,4,"casual","True","True","loud","False","False","True","1","True","True","True","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False",15,15,15,15,15,15,15,0.79746835443038
"149",79,4.5,"casual","True","True","loud","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,10.5,14.5,14,0.886075949367089
"150",211,4.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,10,10,10,11,11,10,0.938388625592417
"151",113,4,"casual","True","True","average","True","True","True","2","True","True","True","True","True","no","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False",4,4,3.5,3.75,4,4,11.3210930442638,0.929203539823009
"152",18,3.5,"casual","True","True","average","True","False","False","1","True","True","True","False","False","no","Mc Farland","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",4.5,5.5,5.5,5.5,7.5,7.5,8,0.888888888888889
"153",68,4.5,"casual","True","True","average","False","True","True","2","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","None","None","False","None","None","None","None","True",24,11,11,11,13,13,11,0.926470588235294
"154",34,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","no","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,13,0.970588235294118
"155",31,4,"casual","True","True","average","True","True","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False",15,5,0.25,15,16.5,16.5,15,0.709677419354839
"156",328,4,"casual","True","True","average","True","True","True","2","False","True","True","True","True","no","Madison","False","True","False","True","False","False","False","None","True","True","None","False","False","False","False","False","False","True","True",4.5,4.5,4.5,4.5,5.5,13,4.5,0.902439024390244
"157",33,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Middleton","None","None","None","True","False","False","False","False","False","False","False","None","None","None","None","True","None","True","None",10,10,10,10,11,11,11,0.939393939393939
"158",59,2.5,"casual","True","True","loud","True","False","True","2","True","True","True","True","False","free","Monona","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",12,12,12,13,13,13,12,0.474576271186441
"159",1144,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","None","False","None","True","None","False","False","False","False","False","True","False","True","False",10,10,10,10,11,12.5,5.5,0.875
"160",6,4.5,"casual","True","False","average","False","False","True","1","True","False","False","False","False","free","Dane","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,13,13,13,13,7,1
"161",46,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","no","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.826086956521739
"162",4,2,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",20,20,20,20,20,20,20,0.25
"163",204,4,"casual","True","False","loud","False","False","True","1","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","True","False","False","True","False","False","False","False","True","True",14.5,14.5,14.5,14.5,15,17.5,17,0.843137254901961
"164",60,4,"casual","True","False","average","False","False","False","1","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","None","False","True","False","False","False","None",15,15,15,15,15,15,15,0.85
"165",85,3,"casual","True","True","average","True","False","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,5,10,10,11,11,10,0.823529411764706
"166",27,3,"casual","True","True","average","True","True","False","2","True","False","True","True","True","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",11.5,11.5,11.5,11.5,12.5,12.5,10.5,0.777777777777778
"167",22,2,"casual","True","True","very_loud","False","True","True","2","True","False","False","False","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,4.5,16.5,11.3210930442638,0.363636363636364
"168",69,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Verona","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.884057971014493
"169",95,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","DeForest","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,10.5,9.5,0.968421052631579
"170",118,4.5,"casual","True","True","average","True","False","True","1","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","False","True","True","False","True","False","False","True","False","False","True",24,14,14,14,14,13,12,0.872881355932203
"171",426,4,"casual","True","True","loud","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",24,15,15,15,15,17,17,0.894366197183099
"172",13,4.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","no","Cottage Grove","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1
"173",267,4,"dressy","False","True","average","False","True","True","4","True","True","False","False","True","free","Madison","True","True","False","False","True","False","False","False","True","False","False","False","False","False","False","False","True","True","False",5,5,5,5,6,5,4,0.883895131086142
"174",46,3.5,"casual","True","True","very_loud","False","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,11,11,11,11,15,13,0.717391304347826
"175",69,3,"casual","True","True","very_loud","False","False","True","2","True","True","True","True","False","free","Madison","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.753623188405797
"176",58,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Oregon","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True",19,13,10,10,19.5,19.5,19,0.689655172413793
"177",63,4,"casual","True","True","average","True","False","True","1","True","True","True","True","True","free","Madison","False","True","False","False","False","True","True","True","True","False","False","False","False","False","False","False","False","False","True",14,14,14,17,17,17,14,0.873015873015873
"178",8,3.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","None","None","None","None","None","None","None","True",20,20,20,20,20.5,20.5,20,0.5
"179",30,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Madison","False","None","None","True","False","False","False","False","False","False","False","None","False","None","True","False","None","None","True",18,18,18,18,18.5,18.5,18,0.833333333333333
"180",60,3,"casual","True","True","average","False","True","True","1","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.766666666666667
"181",157,4,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Verona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","None","False","False","True",24,11,11,11,12,12,10,0.859872611464968
"182",76,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",12,12,12,12,13,13,12,0.684210526315789
"183",86,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.744186046511628
"184",118,3.5,"dressy","False","True","quiet","False","True","True","3","True","False","False","False","False","no","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",6,6,6,6,7,7,5,0.779661016949153
"185",464,4,"casual","True","True","average","True","False","True","2","False","True","False","True","True","free","Madison","False","True","False","False","False","False","False","False","False","True","True","False","None","False","False","True","False","False","True",24,10.8095518867925,9,18,16,18,21,0.836206896551724
"186",7,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Stoughton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",7,7,7,9,9,9,11.3210930442638,0.857142857142857
"187",197,4,"casual","False","True","very_loud","False","True","True","2","True","True","False","True","False","free","Madison","None","True","False","False","False","None","True","None","True","None","None","False","False","False","False","True","True","True","True",6,6,8,6,9,9,8,0.847715736040609
"188",80,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",12,12,12,12,12,12,12,0.7625
"189",79,3,"casual","True","True","average","True","True","True","2","True","True","True","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.708860759493671
"190",101,2,"casual","True","True","average","True","True","True","2","True","True","False","False","False","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.9833333333333,14,13.9833333333333,13.9833333333333,15,15,13.9833333333333,0.544554455445545
"191",251,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,16,0.784860557768924
"192",39,3.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False",17,17,17,17,17.5,17.5,11.3210930442638,0.615384615384615
"193",166,3.5,"casual","True","True","average","True","False","True","2","True","True","True","True","True","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","True","False","False","True",12,12,12,12,12,13,13,0.801204819277108
"194",195,4.5,"casual","True","True","average","False","False","False","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","True","False","True","True",5,5,5,5,6,6,11.3210930442638,0.902564102564103
"195",3,2.5,"casual","True","False","loud","True","False","False","4","True","False","False","False","False","free","Stoughton","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0
"196",7,4.5,"casual","True","True","average","True","False","True","1","True","True","False","False","False","free","De Forest","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",16,16,16,16,16,16,16,0.857142857142857
"197",16,4.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Belleville","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,15,0.9375
"198",103,3.5,"casual","True","True","loud","False","True","True","1","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,18.5,18,0.805825242718447
"199",40,3,"casual","None","True","very_loud","False","False","True","1","True","False","None","False","False","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,18.5,18.5,18.5,19,17.5,5,0.6
"200",21,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,11,11,11,11.5,15.5,15,0.761904761904762
"201",31,3,"casual","True","True","quiet","False","True","True","2","True","True","False","False","True","free","Fitchburg","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","True","False",6,6,6,6,6,5,11.3210930442638,0.612903225806452
"202",34,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,12.5,14.5,14,0.676470588235294
"203",44,4,"casual","True","True","loud","True","True","True","2","True","False","False","True","False","no","Verona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",13.7625524769102,10,10,10,10.5,11.5,17,0.818181818181818
"204",42,3.5,"casual","True","True","average","True","False","True","2","True","True","None","True","False","free","Middleton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",14.5,13.5,13.5,13.5,13.5,14.5,8.5,0.666666666666667
"205",139,3.5,"dressy","False","True","average","False","True","True","3","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","True","False",5,5,5,5,6,6,11.3210930442638,0.776978417266187
"206",39,3,"casual","True","True","average","True","False","True","2","True","True","None","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.769230769230769
"207",567,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","None","False","True","True","True","None","False","False","False","False","True","False","True","True",24,14,14,14,16,16,7,0.788359788359788
"208",54,3,"casual","True","True","loud","True","False","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.740740740740741
"209",10,4,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",6.5,6.5,6.5,6.5,6.5,12.2494266055046,11.3210930442638,0.8
"210",8,4.5,"casual","False","True","average","True","True","True","3","True","True","False","False","False","free","Waunakee","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",24,10.8095518867925,6,6,7,7,11.3210930442638,1
"211",74,4,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Windsor","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,14,13,0.864864864864865
"212",203,3.5,"casual","True","True","average","False","True","True","2","True","True","True","True","True","free","Madison","True","True","False","False","False","False","False","True","True","False","False","False","None","None","False","True","None","None","None",24,5,5,5,10,10,11.3210930442638,0.802955665024631
"213",133,3.5,"casual","True","True","average","True","False","True","1","True","True","True","False","True","no","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13,13,13,17,17,13,11.3210930442638,0.774436090225564
"214",192,4,"casual","False","False","average","False","False","True","2","False","True","False","True","False","no","Madison","False","True","False","False","False","False","True","False","True","False","False","False","True","False","False","False","False","True","False",9,9,9,9,9,9,16,0.770833333333333
"215",75,3,"casual","True","True","average","True","True","True","2","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",11,11,11,11,11.5,11.5,10,0.666666666666667
"216",64,3,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",11,11,11,11,12,13.5,6,0.75
"217",95,2.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",24,11,11,11,12,12,11.3210930442638,0.652631578947368
"218",99,4,"casual","True","True","average","False","False","True","2","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.939393939393939
"219",10,4,"casual","True","False","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",12,12,12,12,12,12,12,0.9
"220",387,4,"casual","True","True","average","False","False","True","2","True","True","False","False","False","free","Madison","True","False","False","False","False","False","True","True","True","False","False","False","None","False","False","None","False","False","True",14,12,12,12,15,15,13,0.772609819121447
"221",477,4,"casual","True","True","average","True","True","True","2","False","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","True","False","False","False","False","False","False","False","True","False",5,5,5,5,6,14,12,0.888888888888889
"222",21,3.5,"casual","True","True","loud","True","True","True","2","True","True","False","False","True","no","Cross Plains","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,5,5,5,6,6,4.5,0.80952380952381
"223",86,4.5,"casual","True","True","average","True","True","True","2","True","False","False","True","True","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",13.7625524769102,6,6,6,6,6,6,0.906976744186046
"224",93,2,"casual","True","True","average","True","False","False","2","True","False","False","False","False","free","Madison","False","False","False","False","False","False","False","True","False","False","False","None","False","False","False","False","None","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.397849462365591
"225",72,4.5,"casual","True","False","quiet","False","False","True","1","True","True","False","False","False","no","Madison","False","False","False","None","False","False","False","False","True","False","False","False","False","False","True","False","False","True","True",9,9,9,10,10,10,10,0.861111111111111
"226",31,3.5,"casual","True","True","quiet","True","True","True","2","True","False","False","False","False","no","Stoughton","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,4,4,4,5,5,11.3210930442638,0.967741935483871
"227",15,3,"casual","False","True","average","True","False","True","2","True","True","False","True","False","free","Monona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",3.5,4,6,4,4,12.2494266055046,11.3210930442638,0.933333333333333
"228",77,3.5,"casual","True","True","loud","True","True","True","2","True","False","False","True","False","no","Monona","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",13,13,13,13,15,15,12,0.779220779220779
"229",24,4,"casual","False","True","average","False","False","True","1","True","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","True",15,15,15,15,15,15,15,0.833333333333333
"230",126,2.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,13,11,13,13,13,10,0.634920634920635
"231",216,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","None","False","None","None","None","True",12,12,12,12,13,13,12,0.759259259259259
"232",81,3,"casual","False","True","average","False","True","True","3","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",4,4,4,4,4.5,4.5,11.3210930442638,0.716049382716049
"233",301,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.86046511627907
"234",27,3.5,"casual","True","False","average","False","False","True","1","True","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.592592592592593
"235",14,4,"casual","True","True","average","True","False","True","4","False","True","False","True","False","free","Reedsburg","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",3,11,11,11,12,12,6,0.928571428571429
"236",30,4,"casual","True","True","very_loud","True","False","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.633333333333333
"237",11,4.5,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Black Earth","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,10.8095518867925,15,15,15,15,15,0.909090909090909
"238",63,3,"casual","True","True","average","True","True","True","2","True","True","False","False","True","no","Verona","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",5,5,5,5,6,6,11.3210930442638,0.746031746031746
"239",96,4.5,"casual","False","True","average","True","False","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False",7,7,7,7,11,11,11,0.875
"240",127,4.5,"casual","True","True","average","True","True","True","2","True","True","False","False","False","no","Stoughton","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True",13.7625524769102,6,6,6,8,8,5,0.921259842519685
"241",258,3.5,"casual","True","True","average","False","True","True","2","True","False","True","True","True","free","Madison","True","False","False","True","False","False","False","False","True","False","False","False","False","False","False","True","False","True","False",11,11,11,11,12,11,11,0.806201550387597
"242",6,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False",11,11,11,11,11,11,11,0.666666666666667
"243",70,2.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",11,11,11,11,11,11,11,0.657142857142857
"244",78,4,"casual","True","True","average","True","True","True","2","True","False","True","False","True","no","Stoughton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10,10,10,11,11,9,0.923076923076923
"245",23,2.5,"casual","True","True","loud","True","False","True","1","True","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","None","False","False","True",13.7625524769102,10,10,10,10,15,11.3210930442638,0.478260869565217
