"","user_id","business_id","text","date","compliment_count","name","review_count","is.open","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.Alcohol","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.ByAppointmentOnly","attributes.OutdoorSeating","attributes.Caters","attributes.WheelchairAccessible","attributes.WiFi","attributes.BYOB","attributes.Corkage","attributes.RestaurantsTableService","attributes.BusinessAcceptsBitcoin","attributes.HappyHour","attributes.DogsAllowed","attributes.CoatCheck","attributes.Music","attributes.BestNights","attributes.BYOBCorkage","attributes.DriveThru","attributes.GoodForDancing","attributes.Smoking","attributes.AgesAllowed","attributes.DietaryRestrictions","attributes.RestaurantsCounterService","attributes.Open24Hours","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday","categories","state","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.intimate","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual"
"82","EKL36QJXJA6xVsU2L5-8vw","G099MT9cwtwgdsR71JLp6w","budino","2010-01-25 19:49:15",0,"Osteria Papavero",187,1,4,"u'casual'","True","True","u'average'","False","True","True","2","False","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0",NA,"Restaurants, Italian","WI","Madison","False","True","False","False","False","None","False","True","True","False","False","False","False","True","False","True","False","False","True","False"
"83","hT2Mw5m_SXBDVBuvA3KY-w","vR5Hppx__U_VXObK8VPLOw","the bar makes extremely well balanced cocktails. very impressive.","2018-02-07 23:25:24",1,"Graft",402,1,4.5,"'casual'","False","True","u'average'","False","True","True","3","False","u'full_bar'","True","False",NA,"False","False","True","'free'",NA,NA,"True",NA,"False",NA,"True","{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False","u'no'",NA,NA,NA,NA,"0:0-0:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-21:0","Nightlife, Bars, American (New), Wine Bars, Cocktail Bars, Restaurants","WI","Madison","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","False"
"84","vO1a12SLh9EgKLnEw9vkcg","XxnQKE9jTD0bTE3LZ5NOtQ","long wait.","2011-05-14 00:46:44",0,"Alchemy",321,1,4,"u'casual'","True","False","u'average'","False","False","True","2","True","u'full_bar'","True","False",NA,"True","False",NA,"'no'",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"11:30-0:0","11:30-0:0","11:30-0:0","11:30-0:0","11:30-1:0","11:30-1:0","11:30-0:0","Burgers, Restaurants, American (New)","WI","Madison","False","True","False","False","False","False","None","None","True","False","False","False","None","False","False","False","False","False","False","True"
"85","dxjehLpGgh08vby2BksV6g","Z8SXv1u_6rKicQy9P7G6fw","good service from my long experience dinning here.","2014-06-28 01:32:49",0,"La Hacienda",111,1,3.5,"'casual'","True","True","u'average'","True","False","True","1","True","u'full_bar'","True","False",NA,"True","True",NA,"'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9:0-3:0","9:0-3:0","9:0-3:0","9:0-3:0","9:0-4:0","9:0-4:0","9:0-3:0","Restaurants, Mexican","WI","Madison","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"86","l-7xbk3Ltfx1YyybZENPyw","aqCOsEhjCHVqaFPRt8MCRg","very good food! my only complaint is the three bones that were in my catfish poboy.","2016-02-13 22:02:51",0,"Liliana's Restaurant",289,1,3.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","False",NA,"True","True","True","u'no'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","17:0-21:0","Restaurants, Cajun/Creole, Bars, Caterers, Event Planning & Services, Gluten-Free, Nightlife, Vegetarian, Cocktail Bars","WI","Fitchburg","False","False","False","True","False","False","False","None","True","None","False","False","False","False","False","False","False","False","True","False"
"87","7Ia5yRck89GVyHzWZKRAYw","C37hwsGUHn_3-il0ypeY-Q","one of my favorite bloodies.","2012-10-20 17:40:19",0,"Mickey's Tavern",204,1,4,"u'casual'","True","False","u'loud'","False","False","True","1","True","'full_bar'","True","False",NA,"True","False",NA,"'free'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,"11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:30","9:0-2:30","9:0-2:0","Nightlife, Bars, Restaurants, Pubs, Coffee & Tea, American (New), Sandwiches, Food, Pizza","WI","Madison","False","True","False","False","False","False","False","False","True","True","False","False","True","False","False","False","False","False","True","True"
"88","qjlqn9PAQ0E6mAqarf5Opg","d6VYQbeTZ_WdD8Uuhh35dg","tempest is great!!","2016-08-06 03:09:33",0,"Tempest Oyster Bar",280,1,4,"u'dressy'","False","True","u'average'","False","True","True","3","True","u'full_bar'","True","False",NA,"True","False",NA,"u'no'",NA,NA,"True",NA,"True",NA,"True","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,"False","u'no'",NA,NA,NA,NA,"16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-0:0","16:0-0:0","16:0-22:0","Steakhouses, Restaurants, Bars, Seafood, Nightlife","WI","Madison","False","True","False","False","False","False","None","False","True","False","False","False","False","False","False","False","False","False","True","False"
"89","HtaSDsm0rI9qYKqI-_m-mQ","CYKvEc30_ujFBfgoSIawUw","a bit divey. as in,  you might get a bit of hepatitis if you sit down.","2014-10-15 00:35:38",0,"Irish Pub",18,1,3.5,"u'casual'","False","False","u'average'","False","False","True","1","True","u'full_bar'","False","False",NA,"True","False",NA,"u'no'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","12:0-2:0","Irish, American (Traditional), Nightlife, Restaurants, Bars, Pubs","WI","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False"
"90","Ik1ZDZbrAoHGb29cKgJL6A","566Si6H4elSwGXsrQDjXdg","congrats billy and brooke!","2012-06-02 23:05:09",0,"High Noon Saloon",79,1,4.5,NA,NA,"True","u'loud'","False","False","True","2","True","'full_bar'","True",NA,NA,"True",NA,NA,"'free'",NA,NA,NA,NA,NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,"16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:30","12:0-2:30","12:0-2:0","Nightlife, Music Venues, Bars, Arts & Entertainment","WI","Madison","False","True","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"91","vO1a12SLh9EgKLnEw9vkcg","RMEzxhYfpnEsWlfozit_xw","it is been a bitchin' week. time for a celebratory beer or three!","2011-08-19 00:51:34",0,"Ale Asylum",291,1,4,"u'casual'","True","True","u'average'","False","False","True","2","False","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","11:0-22:0","Breweries, Beer, Wine & Spirits, Food, Nightlife, Pubs, Local Flavor, Bars, Restaurants, Pizza","WI","Madison","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"92","sPZsiPsGidKv5Ut38UjJGg","6x-G-PqJq67qi-7A9BTRsg","calamari was dry as sand...all else mediocre. to be honest the reuben was good.","2016-08-12 02:25:24",0,"1855 Saloon and Grill",104,1,3,"u'casual'","True","True","'average'","True","True","True","2","True","u'full_bar'","True","False",NA,"True","True","True","u'free'",NA,NA,"True","False","True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,"u'no'",NA,NA,NA,NA,"0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0","Bars, Restaurants, Nightlife, American (New), American (Traditional)","WI","Cottage Grove","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True"
"93","8teQ4Zc9jpl_ffaPJUn6Ew","fNhp7o7RhmKhdBFTsJyyxw","a lot of open space for game day. love the garage doors that open to the outside.","2016-08-22 23:46:07",0,"Lucky's 1313 Brew Pub",44,1,3.5,"'casual'","True","True","u'loud'","False","True","True","2","True","'full_bar'","True","False",NA,"True","False",NA,"'free'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False",NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","American (Traditional), Restaurants, Nightlife, Pubs, Bars","WI","Madison","None","True","None","None","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"94","Bmxv1Z07FgqbLCA7_JjCdg","ewEDv_q-K0fV0FepkHB8sA","my favorite steakhouse in madison. always a perfect medium rare.","2015-09-18 03:24:37",0,"Tornado Steak House",537,1,4,"'casual'","False","True","u'average'","False","True","True","3","False","'full_bar'","True","False","True","True","False",NA,"u'no'","False",NA,NA,NA,"True","False","True","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}","'no'","False","False",NA,NA,NA,NA,NA,"17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","17:0-1:0","Italian, Burgers, Nightlife, Bars, Steakhouses, Restaurants, Seafood","WI","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","True","False"
"95","FqNT4NXpauSXVzP9TXHkMg","k9RUMKASTB6QZ-NkfnN8Fg","there are two floors and they both have excellent views! the 9th fl. has an outdoor balcony with views of the lake.","2017-05-10 00:43:57",0,"Eno Vino Downtown",197,1,4,"'casual'","False","True","u'very_loud'","False","True","True","2","True","u'full_bar'","True","False",NA,"True",NA,NA,"'free'",NA,NA,"True",NA,"True",NA,"True","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False","u'no'",NA,NA,NA,NA,"16:0-22:0","16:0-22:0","16:0-0:0","16:0-22:0","16:0-1:0","16:0-1:0","16:0-0:0","Wine Bars, Cocktail Bars, Nightlife, Bars, Restaurants, American (New), Seafood","WI","Madison","None","True","False","False","False","None","True","None","True","None","None","False","False","False","False","False","True","True","True","True"
"96","E3xpr996watZyp6P0587Ow","pP2t4yG5W_3x_r3ee9h-kQ","fantastic brunch, served on saturdays and sundays!","2013-07-13 18:51:54",0,"Craftsman Table & Tap",241,1,3.5,"u'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","False","False","True","False",NA,"u'free'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","9:0-0:0","9:0-23:0","American (Traditional), Food, Desserts, Diners, Breakfast & Brunch, Restaurants, Gastropubs","WI","Middleton","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True"
"97","JUT0U3HTSB3kz9Wh7N0GqA","Twcjx4ofM9GWwXN6LVGSzw","awesome snowmageddon specials.","2012-12-21 02:22:35",0,"Merchant",566,1,4,"u'casual'","True","True","u'average'","False","True","True","2","True","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,NA,NA,NA,"False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,"False",NA,NA,NA,NA,NA,"0:0-0:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","17:0-2:0","17:0-2:0","Food, Grocery, Sandwiches, Wine Bars, Restaurants, Cocktail Bars, American (New), Nightlife, American (Traditional), Bars","WI","Madison","True","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","True","False","True","False"
"98","W1JxeFHz2JNKBzE1zm7WuQ","LYpujMCxfrHcSO_NA1BRQg","come with small tables and you get seated super fast","2013-02-17 17:01:14",0,"Sunroom Cafe",186,1,3.5,"'casual'","True","True","u'average'","True","True","True","1","False","u'full_bar'","True","None",NA,"False","False",NA,"'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","9:0-21:0","Cafes, Salad, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches, Restaurants","WI","Madison","False","True","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","True"
"99","lmxp3ZtAcU7afMm_JrSfww","2qjvYspb3bEmCaw1vmSk0g","one of my favorite places in town! good for sushi lives and non sushi lovers alike.","2015-07-21 00:23:40",0,"Muramoto Hilldale",293,1,4,"u'casual'","True","True","u'average'","False","False","True","2","False","'full_bar'","True","False",NA,"False","False",NA,"u'free'",NA,NA,"True","False","False",NA,NA,NA,NA,"'no'",NA,NA,NA,NA,NA,NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0","Restaurants, Sushi Bars, Seafood, Soup","WI","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False"
"100","uxiWdAcP0S1UmBeyP3UzjA","2cetuQgbP1Bnzm-uMRlocQ","i really like its pho. nice place, good food, terrific vibes.","2015-07-13 00:54:13",0,"Nam's Noodle",113,1,3.5,"'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","True",NA,"False","True",NA,"u'free'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:0","11:0-22:0","11:0-21:30","Vietnamese, Chinese, Asian Fusion, Noodles, Restaurants, Nightlife, Karaoke, Bars","WI","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"101","4zTUqzgK7MMycdrhNDKIBQ","JEoi9ITPZM58EnZBAubijA","oatmeal stout... soooooo gooooooood....","2016-12-09 06:04:00",0,"Vintage Brewing",301,1,3.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","False","False","True","True","True","u'free'",NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","American (Traditional), Restaurants, Bars, Breweries, Nightlife, Food, Beer, Wine & Spirits","WI","Madison","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"102","uf1UdKswKWOqFLUvRvvbzA","XmsBtCykUtObXg4Q1mYpvg","love the drinks and cheese curds and fried pickles!","2011-10-11 00:28:17",0,"Graze",1144,1,4,"u'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","False","False","True","False","True","u'free'",NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","9:30-22:0","9:30-15:0","Gastropubs, Restaurants, American (New), Local Flavor, Diners","WI","Madison","False","True","False","False","False","None","False","None","True","None","False","False","False","False","False","False","True","False","True","False"
"103","WxogLmy3rS6qUSpAHRaEkg","xI8GXDAdJcPX5dIP0acBvw","90 minute wait on sunday at 10. wish they took reservations.... is it worth it?","2015-10-04 14:59:12",0,"Bassett Street Brunch Club",563,1,4,"u'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","True","False","True","True","True","u'free'",NA,NA,"True",NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-0:0","8:0-0:0","8:0-22:0","American (Traditional), Food, Breakfast & Brunch, Donuts, Restaurants","WI","Madison","False","False","True","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","True","True"
"104","9SWtEX1k9AjRg93BAzMCpg","0umZMt2hvc85BQEJ81YP2A","their drink menu is as big as the menu at your favorite greek diner.","2013-09-12 03:16:31",0,"Atomic Koi",60,1,4,NA,NA,"True","u'average'",NA,"False","True","2","True","u'full_bar'","True",NA,NA,"True",NA,NA,"'free'",NA,NA,NA,NA,"True",NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","14:0-2:30","16:0-2:30","16:0-2:0","Bars, Cocktail Bars, Lounges, Nightlife","WI","Fitchburg","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","None","False","False","None","None","False","False","True"
"105","F6XHUMEGf71QLtzNELJZJA","wPRMHVXKndQZj2Or2mCz8A","just walk in and first come first serve. cash only .. cozy bar / restaurant.. walnut burgers delish must try place.","2014-02-01 00:55:52",0,"Harmony Bar & Grill",61,1,4,"'casual'","True","False","u'average'","False","False","True","2","True","u'full_bar'","True","False",NA,"False","True",NA,"u'free'",NA,NA,NA,"False",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0","Music Venues, Arts & Entertainment, Bars, Nightlife, Beer, Wine & Spirits, Dive Bars, Food, American (Traditional), Restaurants","WI","Madison","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"106","IRm88a4SxiAA9nndsMC9lA","JEoi9ITPZM58EnZBAubijA","yea beer!","2011-12-30 23:55:46",0,"Vintage Brewing",301,1,3.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","False","False","True","True","True","u'free'",NA,NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","American (Traditional), Restaurants, Bars, Breweries, Nightlife, Food, Beer, Wine & Spirits","WI","Madison","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"107","Z-xFTIjDvC_ndvi81enm0Q","uMZxxZrbM441LnnfqR1WOQ","friday is fish fry night.   village green is probably one of the best.","2014-02-07 23:29:19",0,"The Village Green Bar & Grill",105,1,4,"u'casual'","True","True","u'average'","True","True","True","1","True","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,"u'outdoor'",NA,NA,NA,NA,"0:0-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0",NA,"Nightlife, Restaurants, Burgers, American (Traditional), Bars, Pubs","WI","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"108","bITAoVxTDsUBSDSykvd8Vg","SpCVf25ya5jsHItdkpBpUg","don not do it.","2013-09-21 19:09:39",0,"Laredo's",56,1,3.5,"u'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","False",NA,"True","True",NA,"'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican","WI","Madison","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"109","uf1UdKswKWOqFLUvRvvbzA","HXkuFF_Rtg2g9rwcBdpB-g","love the peach sangrias","2011-06-10 23:51:41",0,"The Icon",164,1,3,"u'casual'","True","True","u'average'","False","True","True","2","True","u'full_bar'","True","True",NA,"True","True",NA,"u'free'",NA,NA,NA,"False","True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,"False",NA,NA,NA,NA,NA,NA,"17:0-22:0","17:0-22:0","17:0-2:30","17:0-2:30","10:0-2:30","15:0-22:0","Restaurants, Tapas Bars, Wine Bars, Bars, Nightlife","WI","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False"
"110","KImDfKRpLV1vv7in15gehg","uMZxxZrbM441LnnfqR1WOQ","i've been told they are known for their burgers, but their menu hosts a smattering of great bar foods.  chicken wings, chili, seafood gumbo, fish, chicken in many forms, salads, and even some kids menu options.","2014-01-24 19:43:44",0,"The Village Green Bar & Grill",105,1,4,"u'casual'","True","True","u'average'","True","True","True","1","True","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,"u'outdoor'",NA,NA,NA,NA,"0:0-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0",NA,"Nightlife, Restaurants, Burgers, American (Traditional), Bars, Pubs","WI","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"111","E3xpr996watZyp6P0587Ow","XxnQKE9jTD0bTE3LZ5NOtQ","which is better, little yella pils or hopslam? hmm... hard to say. better have another round to help me decide.","2013-02-08 23:24:09",0,"Alchemy",321,1,4,"u'casual'","True","False","u'average'","False","False","True","2","True","u'full_bar'","True","False",NA,"True","False",NA,"'no'",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"11:30-0:0","11:30-0:0","11:30-0:0","11:30-0:0","11:30-1:0","11:30-1:0","11:30-0:0","Burgers, Restaurants, American (New)","WI","Madison","False","True","False","False","False","False","None","None","True","False","False","False","None","False","False","False","False","False","False","True"
"112","7Ia5yRck89GVyHzWZKRAYw","1Os0g2rh6I50ZIXEZSaNkA","there's an awful lotta ""general swank"" in here. oh, and an hour wait too.","2012-10-13 00:35:00",0,"DLUX",464,1,4,"u'casual'","True","True","u'average'","False","False","True","2","True","u'full_bar'","True","True","False","True","True","True","u'free'",NA,NA,NA,NA,"True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,"False","False","u'no'",NA,NA,NA,NA,"11:0-0:0","9:0-15:0","11:0-0:0","11:0-0:0","11:0-0:0","9:0-0:0","9:0-0:0","Restaurants, Cocktail Bars, American (New), Bars, Burgers, Nightlife, Breakfast & Brunch","WI","Madison","True","True","True","True","False","False","None","None","True","True","False","False","False","False","False","False","True","False","True","False"
"113","FqNT4NXpauSXVzP9TXHkMg","zjwdU1OdlbKTGjm-IfD4TQ","get a boot!","2014-08-24 20:45:07",0,"Essen Haus",214,1,3.5,"'casual'","True","True","u'loud'","True","True","True","2","False","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","True","False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:0-22:0","15:0-22:0","15:0-0:0","15:0-2:30","15:0-2:30","15:0-22:0","German, Nightlife, Restaurants, Arts & Entertainment, Bars, Music Venues","WI","Madison","False","False","False","True","False","False","True","False","None","False","False","None","False","False","False","False","False","False","False","True"
